self-learning capability?,Extra-courses did,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,Technical Score,Communication Score,Learning Score,Professional Score,Leadership Score,Personality Score,Career Readiness,Book_Category,Certification_Category,Workshop_Category,Subject_Category,Career_Area,Company_Category
0,1,1,0,1,1,0,3,18,8,2,28,2,9,9.9,5,2,2,4,1,1
0,0,1,1,1,0,0,3,22,13,1,36,1,14,12.4,5,4,1,2,3,0
1,0,0,0,0,0,1,3,9,11,1,21,1,11,6.7,3,3,0,0,1,0
0,1,1,0,1,1,0,3,5,13,2,20,2,14,5.95,1,4,0,4,0,4
1,0,1,1,0,0,0,3,8,7,2,17,1,8,5.500000000000001,0,3,1,0,2,4
0,0,1,0,0,0,1,3,14,5,1,20,1,5,7.200000000000001,5,1,1,2,0,0
1,0,1,1,1,0,0,3,16,5,2,23,1,6,8.200000000000001,5,3,3,4,3,2
0,0,0,0,1,0,1,3,16,11,0,27,1,11,9.3,4,2,2,0,3,3
0,1,0,1,1,1,0,3,12,3,1,16,2,4,6.050000000000001,6,3,1,4,3,1
0,1,0,1,0,0,0,3,12,8,1,21,1,9,7.150000000000001,0,2,2,4,3,4
0,0,0,1,1,1,1,3,8,8,0,16,2,8,5.5,3,1,0,2,1,4
0,0,1,0,0,1,1,3,10,5,1,16,2,5,5.75,3,2,1,1,2,0
0,1,1,0,1,1,0,3,11,13,2,26,2,14,8.350000000000001,3,3,3,2,3,2
1,0,1,0,0,0,1,3,9,8,2,19,1,8,6.15,2,0,0,1,3,0
0,1,1,1,1,1,0,3,21,15,2,38,2,16,12.850000000000001,0,4,1,4,3,1
1,1,0,0,1,1,1,3,11,12,2,25,2,12,8.100000000000001,0,2,1,0,3,0
1,1,0,1,0,0,0,3,23,4,2,29,1,5,10.750000000000002,3,2,0,0,2,3
0,0,0,0,0,1,1,3,12,7,0,19,2,7,6.8500000000000005,1,3,3,4,1,3
0,1,0,1,0,0,1,3,5,11,1,17,1,11,5.1000000000000005,4,0,3,2,1,3
0,1,0,0,0,0,0,3,14,11,1,26,1,12,8.700000000000001,3,3,3,0,0,0
0,0,0,1,1,1,0,3,13,6,0,19,2,7,7.0,2,3,2,4,3,3
1,1,1,1,1,0,0,3,8,5,3,16,1,6,5.200000000000001,1,0,2,4,0,0
1,1,0,1,1,1,0,3,13,13,2,28,2,14,9.15,0,2,0,2,0,1
1,1,1,0,1,0,1,3,8,10,3,21,1,10,6.450000000000001,5,1,3,2,3,4
1,1,0,0,0,0,0,3,13,4,2,19,1,5,6.750000000000001,3,1,0,0,0,4
1,1,0,0,1,0,0,3,9,5,2,16,1,6,5.4,6,3,2,0,2,0
0,1,1,1,0,1,0,3,10,10,2,22,2,11,7.2,5,1,1,1,2,1
1,0,0,0,0,0,1,3,12,11,1,24,1,11,7.900000000000001,6,3,2,2,3,3
0,0,1,0,0,1,1,3,13,12,1,26,2,12,8.7,6,2,0,4,2,4
0,0,0,0,1,0,0,3,15,8,0,23,1,9,8.15,1,2,0,4,3,4
0,0,0,0,1,1,1,3,8,8,0,16,2,8,5.5,3,0,3,0,3,1
0,0,1,1,1,1,0,3,11,13,1,25,2,14,8.15,1,4,1,4,2,3
1,0,0,1,1,0,1,3,11,12,1,24,1,12,7.750000000000001,6,3,1,1,1,4
0,0,1,1,0,0,1,3,7,7,1,15,1,7,4.900000000000001,2,2,0,1,3,0
0,0,0,1,0,1,0,3,13,10,0,23,2,11,8.0,3,3,1,1,2,2
0,1,1,0,0,0,1,3,9,12,2,23,1,12,7.15,6,2,1,4,3,4
1,1,1,0,0,1,1,3,15,10,3,28,2,10,9.4,2,1,0,3,3,1
0,0,0,0,1,1,0,3,12,11,0,23,2,12,7.8500000000000005,6,3,3,4,1,0
0,1,1,0,1,0,0,3,10,5,2,17,1,6,5.800000000000001,5,2,1,4,3,3
0,0,0,0,1,1,1,3,18,8,0,26,2,8,9.5,6,2,3,4,0,3
0,0,1,1,1,0,0,3,14,9,1,24,1,10,8.200000000000001,0,2,0,2,3,4
0,0,1,1,0,0,0,3,12,14,1,27,1,15,8.65,3,2,3,4,3,0
0,0,0,1,0,1,0,3,17,4,0,21,2,5,8.100000000000001,3,3,3,4,2,2
1,1,0,1,1,0,0,3,8,11,2,21,1,12,6.500000000000001,5,3,0,1,0,4
0,0,0,1,0,0,1,3,16,8,0,24,1,8,8.55,4,0,0,4,3,0
1,1,1,1,0,0,0,3,21,5,3,29,1,6,10.4,6,2,2,2,3,3
1,1,0,1,0,0,1,3,12,7,2,21,1,7,7.100000000000001,1,0,2,3,3,0
0,0,1,0,0,1,1,3,10,8,1,19,2,8,6.5,5,2,1,4,3,3
0,1,0,1,1,0,1,3,7,4,1,12,1,4,4.15,5,2,1,4,2,1
0,0,1,0,1,0,1,3,10,9,1,20,1,9,6.6000000000000005,0,0,1,3,1,0
0,1,1,0,0,0,1,3,16,7,2,25,1,7,8.700000000000001,3,3,1,1,2,0
1,1,0,1,0,0,0,3,14,6,2,22,1,7,7.650000000000001,5,4,0,0,0,3
0,0,1,1,1,1,0,3,16,13,1,30,2,14,10.15,1,4,2,0,3,4
0,1,1,0,0,0,0,3,11,6,2,19,1,7,6.450000000000001,0,0,3,2,3,1
0,0,0,0,0,1,1,3,18,4,0,22,2,4,8.5,0,3,0,1,1,4
0,0,0,0,1,1,1,3,17,10,0,27,2,10,9.600000000000001,0,3,1,2,2,1
1,1,1,0,1,1,0,3,17,13,3,33,2,14,10.950000000000001,2,3,2,1,3,0
1,1,1,0,1,0,0,3,8,8,3,19,1,9,5.950000000000001,0,2,1,1,2,3
1,1,0,0,1,1,0,3,15,11,2,28,2,12,9.450000000000001,3,2,3,4,0,1
0,1,0,1,0,1,1,3,16,10,1,27,2,10,9.4,0,3,0,0,3,0
0,1,0,0,1,1,1,3,12,13,1,26,2,13,8.55,3,2,3,4,3,4
1,1,1,0,1,1,0,3,11,8,3,22,2,9,7.3,2,0,0,1,0,4
0,1,1,1,0,1,1,3,16,8,2,26,2,8,9.100000000000001,3,3,3,4,1,1
0,0,1,0,1,1,1,3,15,5,1,21,2,5,7.75,1,3,2,0,2,3
1,1,0,1,1,1,0,3,13,10,2,25,2,11,8.4,3,3,2,1,2,3
0,0,1,0,0,1,0,3,20,9,1,30,2,10,10.75,6,3,2,0,3,4
0,1,1,1,1,1,1,3,17,6,2,25,2,6,9.000000000000002,6,3,1,1,1,4
0,0,0,1,1,0,1,3,10,11,0,21,1,11,6.9,2,4,2,1,3,3
1,0,0,0,0,1,0,3,8,3,1,12,2,4,4.45,6,3,0,4,0,3
0,1,0,0,1,0,1,3,15,14,1,30,1,14,9.85,5,0,3,1,1,4
1,0,0,1,1,1,0,3,12,8,1,21,2,9,7.300000000000001,6,4,0,2,3,0
1,1,0,0,1,0,0,3,12,10,2,24,1,11,7.850000000000001,5,3,0,4,3,0
0,0,1,1,0,0,0,3,11,6,1,18,1,7,6.250000000000001,6,3,1,4,1,4
1,0,0,1,1,0,0,3,13,8,1,22,1,9,7.550000000000001,2,3,2,1,3,0
1,1,0,0,1,0,0,3,6,7,2,15,1,8,4.700000000000001,5,2,3,1,3,3
1,1,1,0,1,0,1,3,22,7,3,32,1,7,11.3,1,3,0,1,3,3
1,1,0,1,1,0,1,3,14,6,2,22,1,6,7.650000000000001,1,3,3,4,3,0
1,1,1,0,0,1,1,3,11,6,3,20,2,6,6.8,2,0,2,4,3,3
0,1,0,0,0,0,1,3,12,9,1,22,1,9,7.400000000000001,0,0,0,1,3,0
0,1,1,1,1,0,0,3,8,6,2,16,1,7,5.250000000000001,5,3,0,4,3,3
0,1,1,0,1,1,1,3,11,14,2,27,2,14,8.600000000000001,6,2,0,3,1,4
1,0,0,1,1,0,1,3,14,10,1,25,1,10,8.450000000000001,2,3,0,0,2,3
0,0,1,0,0,1,0,3,7,7,1,15,2,8,5.050000000000001,0,3,1,1,2,3
1,0,1,0,0,1,0,3,12,11,2,25,2,12,8.250000000000002,5,3,3,3,3,4
1,1,0,1,1,0,0,3,9,8,2,19,1,9,6.15,4,3,0,1,3,0
1,0,1,0,0,1,1,3,21,7,2,30,2,7,10.850000000000001,5,3,2,1,3,0
0,0,1,0,1,0,1,3,15,9,1,25,1,9,8.6,0,2,1,4,3,0
1,0,0,1,1,1,1,3,13,7,1,21,2,7,7.45,5,0,1,1,1,4
1,1,1,1,0,1,0,3,11,6,3,20,2,7,6.8,6,3,1,4,3,0
0,1,0,0,0,0,1,3,11,13,1,25,1,13,8.0,1,0,3,1,1,1
0,1,0,0,1,1,1,3,13,12,1,26,2,12,8.7,6,3,3,4,3,4
0,0,1,0,0,1,0,3,13,13,1,27,2,14,8.95,0,3,0,1,0,1
1,0,1,0,1,1,1,3,18,7,2,27,2,7,9.65,6,2,1,0,3,1
1,1,0,0,0,1,0,3,13,4,2,19,2,5,6.9,1,2,3,0,3,0
1,0,1,1,0,0,1,3,19,5,2,26,1,5,9.400000000000002,1,3,2,4,3,0
0,1,1,1,1,0,0,3,12,7,2,21,1,8,7.100000000000001,5,3,0,1,2,3
1,1,1,0,1,1,1,3,15,11,3,29,2,11,9.65,0,3,1,4,3,0
1,0,1,0,1,0,0,3,6,10,2,18,1,11,5.450000000000001,3,4,3,4,3,3
1,0,1,1,0,0,0,3,18,9,2,29,1,10,10.0,5,3,1,0,3,1
1,1,0,0,1,0,0,3,10,7,2,19,1,8,6.300000000000001,5,3,2,0,3,0
1,0,1,0,0,1,0,3,15,4,2,21,2,5,7.7,1,3,3,4,3,4
0,1,0,0,1,0,1,3,17,8,1,26,1,8,9.15,1,2,0,4,3,0
1,0,1,0,0,0,0,3,9,8,2,19,1,9,6.15,0,4,0,4,3,0
0,1,0,0,0,0,1,3,11,5,1,17,1,5,6.000000000000001,3,1,3,0,3,0
1,0,0,1,0,1,0,3,18,8,1,27,2,9,9.7,3,3,1,1,3,0
0,0,0,0,1,0,0,3,14,12,0,26,1,13,8.750000000000002,5,4,1,2,3,1
1,0,0,0,1,1,1,3,9,4,1,14,2,4,5.1,3,2,2,0,3,4
0,1,1,1,1,0,1,3,11,10,2,23,1,10,7.450000000000001,3,2,3,4,3,4
0,1,0,0,1,0,0,3,19,12,1,32,1,13,10.950000000000001,1,1,3,1,2,1
1,0,0,1,1,0,1,3,10,9,1,20,1,9,6.6000000000000005,2,3,0,1,0,1
1,0,1,1,1,0,1,3,18,9,2,29,1,9,10.0,1,2,2,1,0,2
0,1,1,0,1,0,1,3,15,4,2,21,1,4,7.550000000000001,0,4,0,4,3,0
0,1,0,1,0,0,1,3,14,4,1,19,1,4,6.950000000000001,4,3,3,1,2,0
0,0,1,1,0,0,1,3,5,4,1,10,1,4,3.35,1,3,3,0,3,3
0,1,1,0,0,0,0,3,21,13,2,36,1,14,12.200000000000001,6,4,3,4,3,3
1,0,1,0,0,0,1,3,7,12,2,21,1,12,6.350000000000001,1,3,2,4,2,2
1,0,0,0,0,0,1,3,11,10,1,22,1,10,7.250000000000001,6,3,3,2,2,1
1,0,0,1,1,0,1,3,10,6,1,17,1,6,5.8500000000000005,1,3,1,0,0,3
1,0,0,1,0,1,1,3,11,6,1,18,2,6,6.4,5,1,1,2,3,2
0,0,1,0,0,0,1,3,15,10,1,26,1,10,8.85,1,3,3,4,3,0
0,1,0,1,0,1,0,3,9,9,1,19,2,10,6.35,4,3,2,0,3,0
1,1,0,0,0,1,1,3,15,12,2,29,2,12,9.700000000000001,1,2,0,0,0,0
1,1,0,1,0,1,1,3,11,15,2,28,2,15,8.850000000000001,3,1,1,1,3,3
1,0,1,1,0,1,0,3,17,9,2,28,2,10,9.750000000000002,0,3,3,3,3,2
1,1,0,1,1,0,0,3,8,4,2,14,1,5,4.750000000000001,1,4,3,4,1,4
0,1,1,0,1,1,1,3,15,6,2,23,2,6,8.200000000000001,3,0,1,1,2,0
0,1,1,0,0,1,0,3,9,11,2,22,2,12,7.05,5,2,0,4,3,1
0,1,1,1,1,0,1,3,10,12,2,24,1,12,7.550000000000001,0,1,2,4,3,2
0,0,1,1,0,0,0,3,13,10,1,24,1,11,8.05,5,2,0,1,0,0
1,1,1,1,1,0,1,3,16,10,3,29,1,10,9.65,3,1,3,4,3,3
1,0,0,1,0,1,1,3,10,15,1,26,2,15,8.25,1,3,3,4,3,0
0,0,1,1,1,0,1,3,5,11,1,17,1,11,5.1000000000000005,6,3,3,4,3,1
1,1,1,0,1,1,0,3,12,9,3,24,2,10,7.95,1,0,1,0,3,0
1,1,0,0,1,0,0,3,16,11,2,29,1,12,9.700000000000001,0,1,2,3,0,4
0,1,1,0,0,0,0,3,15,4,2,21,1,5,7.550000000000001,6,2,1,1,3,3
1,1,0,0,0,1,0,3,13,7,2,22,2,8,7.65,0,3,0,4,3,0
0,1,1,1,0,1,0,3,19,10,2,31,2,11,10.800000000000002,1,2,3,2,3,1
1,0,1,1,1,0,1,3,7,7,2,16,1,7,5.100000000000001,5,3,1,0,0,3
0,1,0,1,1,0,1,3,13,7,1,21,1,7,7.300000000000001,5,2,2,3,3,3
1,1,1,1,0,0,1,3,13,7,3,23,1,7,7.700000000000001,6,3,1,1,3,4
0,0,0,0,1,1,1,3,22,12,0,34,2,12,12.100000000000001,5,3,0,4,3,0
1,1,0,0,1,0,0,3,15,10,2,27,1,11,9.05,0,3,3,0,1,1
1,1,0,1,1,1,1,3,18,13,2,33,2,13,11.15,1,3,2,2,1,1
1,1,1,1,0,1,1,0,12,13,3,28,2,13,8.950000000000001,5,3,3,2,3,0
0,1,0,0,0,0,1,0,13,13,1,27,1,13,8.799999999999999,2,4,1,1,0,0
0,1,0,0,1,0,1,0,11,5,1,17,1,5,6.000000000000001,6,2,2,4,2,1
0,1,1,0,1,0,0,0,14,8,2,24,1,9,8.15,5,2,3,1,1,1
1,1,0,1,0,0,1,0,8,11,2,21,1,11,6.500000000000001,0,3,2,1,3,4
0,0,1,1,1,0,0,0,14,10,1,25,1,11,8.450000000000001,2,1,1,1,3,0
0,1,1,0,0,1,0,0,20,12,2,34,2,13,11.700000000000001,3,0,2,4,0,3
0,1,1,0,1,1,1,0,12,9,2,23,2,9,7.750000000000001,1,2,0,4,2,4
1,0,1,1,0,1,0,0,17,10,2,29,2,11,10.000000000000002,3,3,0,1,0,0
0,0,1,0,1,0,0,0,10,11,1,22,1,12,7.1000000000000005,1,3,1,4,3,1
0,1,1,1,0,0,0,0,14,13,2,29,1,14,9.400000000000002,3,3,0,0,3,2
1,0,0,0,0,0,1,0,13,11,1,25,1,11,8.3,0,3,1,3,0,4
1,1,0,0,0,1,1,0,9,8,2,19,2,8,6.3,0,3,2,0,0,0
1,0,1,0,0,1,1,0,11,11,2,24,2,11,7.8500000000000005,0,2,1,4,3,2
1,1,0,0,0,1,0,0,12,6,2,20,2,7,7.000000000000001,1,4,3,1,2,0
1,1,1,0,0,0,1,0,16,13,3,32,1,13,10.4,3,3,3,0,2,3
1,0,0,0,0,1,1,0,13,5,1,19,2,5,6.95,1,2,2,3,1,0
1,0,1,1,1,0,1,0,17,7,2,26,1,7,9.100000000000001,5,2,3,1,3,1
1,0,0,0,1,0,0,0,16,9,1,26,1,10,9.0,5,3,2,4,3,0
0,0,1,1,0,1,1,0,17,11,1,29,2,11,10.05,5,1,1,0,3,0
1,0,0,1,1,1,0,0,7,12,1,20,2,13,6.300000000000001,2,3,0,4,0,4
0,1,1,1,1,1,0,0,15,6,2,23,2,7,8.200000000000001,6,3,3,2,3,0
0,0,0,0,1,1,0,0,12,9,0,21,2,10,7.3500000000000005,4,2,1,4,1,0
0,0,0,0,0,1,1,0,15,10,0,25,2,10,8.8,5,3,0,4,1,0
1,0,0,0,0,1,1,0,9,9,1,19,2,9,6.35,2,3,3,0,3,0
1,1,0,1,1,1,1,0,7,5,2,14,2,5,4.750000000000001,6,3,1,0,3,4
0,0,1,1,0,1,1,0,16,8,1,25,2,8,8.9,6,4,3,3,2,2
0,0,1,1,0,1,0,0,6,12,1,19,2,13,5.9,5,3,1,1,3,3
0,1,0,1,0,1,1,0,10,7,1,18,2,7,6.25,4,2,0,1,3,1
1,0,1,1,1,1,0,0,18,7,2,27,2,8,9.65,5,3,1,1,3,0
1,0,1,0,1,1,1,0,7,14,2,23,2,14,7.000000000000001,3,4,3,4,3,4
0,0,0,1,1,1,1,0,3,11,0,14,2,11,4.25,1,2,2,0,1,0
0,0,0,1,1,0,0,0,16,10,0,26,1,11,9.05,6,3,3,4,2,3
1,1,0,0,1,0,1,0,12,8,2,22,1,8,7.350000000000001,6,2,1,4,0,1
0,1,0,0,1,1,1,0,17,8,1,26,2,8,9.3,4,3,0,4,0,1
0,0,1,1,1,1,1,0,18,11,1,30,2,11,10.45,1,3,2,4,3,3
0,1,1,1,1,1,0,0,15,10,2,27,2,11,9.200000000000001,6,0,0,4,1,0
1,1,1,1,0,1,0,0,15,4,3,22,2,5,7.8999999999999995,3,3,0,4,3,2
1,1,1,1,0,1,1,0,11,10,3,24,2,10,7.8,2,4,1,4,3,3
0,0,1,0,0,0,1,0,13,3,1,17,1,3,6.300000000000001,0,2,0,2,0,1
0,1,0,1,1,1,1,0,18,6,1,25,2,6,9.2,5,3,1,0,0,4
0,1,1,1,0,0,0,0,14,8,2,24,1,9,8.15,1,2,3,0,3,3
0,0,0,1,0,0,1,0,12,5,0,17,1,5,6.200000000000001,2,3,0,4,3,0
1,0,0,1,1,1,1,0,17,8,1,26,2,8,9.3,5,1,0,2,3,1
1,0,0,0,0,0,0,0,17,12,1,30,1,13,10.15,5,3,1,1,3,2
0,1,1,0,1,1,0,0,20,11,2,33,2,12,11.450000000000001,3,2,1,2,1,0
1,0,0,1,1,0,1,0,13,9,1,23,1,9,7.800000000000001,5,3,1,0,1,0
1,0,0,1,0,1,1,0,8,8,1,17,2,8,5.7,1,4,0,1,2,4
1,1,0,0,0,0,1,0,16,10,2,28,1,10,9.450000000000001,1,2,2,4,2,1
0,0,1,1,0,0,1,0,14,11,1,26,1,11,8.700000000000001,2,4,1,3,2,0
1,1,1,0,1,1,0,0,2,5,3,10,2,6,2.9499999999999997,6,2,2,4,3,0
0,0,0,0,1,0,0,0,12,14,0,26,1,15,8.450000000000001,1,4,3,4,3,3
0,0,1,1,1,0,1,0,17,5,1,23,1,5,8.4,3,2,2,0,2,4
0,0,1,0,0,1,1,0,15,14,1,30,2,14,10.0,2,3,2,1,3,3
1,0,0,1,0,1,1,0,14,6,1,21,2,6,7.6000000000000005,3,3,1,1,3,3
1,0,0,1,1,0,1,0,15,13,1,29,1,13,9.6,2,0,1,1,3,1
1,1,0,1,0,1,0,0,16,14,2,32,2,15,10.600000000000001,0,2,0,4,1,4
0,0,0,0,0,0,0,0,18,10,0,28,1,11,9.85,4,0,2,4,2,2
1,1,1,1,1,0,0,0,8,9,3,20,1,10,6.200000000000001,4,2,0,1,0,1
0,0,1,0,0,1,1,0,12,6,1,19,2,6,6.800000000000001,2,0,0,4,1,0
1,0,1,0,1,0,1,0,9,7,2,18,1,7,5.9,6,3,3,4,3,2
0,0,1,1,0,0,0,0,11,9,1,21,1,10,7.000000000000001,1,3,1,1,0,0
1,1,0,0,1,1,1,0,18,4,2,24,2,4,8.9,0,3,2,4,1,2
1,1,0,0,0,1,0,0,14,3,2,19,2,4,7.050000000000001,6,0,3,1,0,4
0,0,0,1,0,1,0,0,10,12,0,22,2,13,7.3,6,3,1,1,3,0
0,1,1,1,1,1,0,0,10,6,2,18,2,7,6.2,4,1,3,1,3,1
1,0,0,0,0,1,0,0,14,8,1,23,2,9,8.100000000000001,0,3,0,3,1,1
0,1,0,0,0,1,1,0,16,6,1,23,2,6,8.4,0,3,2,4,3,3
1,0,1,1,1,1,0,0,15,12,2,29,2,13,9.700000000000001,0,1,0,4,3,0
1,1,0,0,0,1,1,0,9,8,2,19,2,8,6.3,0,1,1,4,3,0
0,0,1,1,1,1,0,0,15,7,1,23,2,8,8.25,6,3,1,4,0,2
1,1,1,0,1,1,0,0,8,14,3,25,2,15,7.6000000000000005,3,1,0,1,3,2
0,1,0,1,0,0,1,0,13,6,1,20,1,6,7.050000000000001,6,1,0,2,3,4
1,1,1,0,0,1,0,0,12,7,3,22,2,8,7.45,4,3,1,1,3,0
1,0,0,0,1,0,1,0,12,12,1,25,1,12,8.15,3,2,0,1,3,4
1,0,0,1,0,0,1,0,17,14,1,32,1,14,10.65,3,2,3,3,3,1
1,0,1,1,1,1,0,0,17,4,2,23,2,5,8.500000000000002,5,0,1,1,3,0
0,1,0,0,1,0,0,0,14,10,1,25,1,11,8.450000000000001,2,2,3,4,2,0
0,0,1,0,1,1,0,0,13,14,1,28,2,15,9.2,0,3,2,4,3,0
0,0,0,0,1,1,0,0,9,11,0,20,2,12,6.6499999999999995,2,3,3,1,3,1
0,0,0,1,0,1,0,0,15,5,0,20,2,6,7.55,1,3,3,1,0,0
1,0,1,1,1,0,0,0,18,6,2,26,1,7,9.25,6,3,0,0,0,3
0,0,0,1,1,1,1,0,6,9,0,15,2,9,4.95,0,4,2,4,0,3
0,1,0,0,0,1,0,0,9,12,1,22,2,13,7.1,5,4,2,1,1,3
0,0,1,0,0,1,1,0,14,8,1,23,2,8,8.100000000000001,1,0,0,4,1,3
0,0,0,1,0,0,1,0,8,13,0,21,1,13,6.6000000000000005,5,3,3,4,3,3
1,1,1,1,1,1,0,0,19,12,3,34,2,13,11.500000000000002,5,1,1,1,0,4
0,1,0,0,1,0,0,0,8,11,1,20,1,12,6.300000000000001,3,1,3,1,3,3
1,1,0,0,0,0,1,0,10,9,2,21,1,9,6.800000000000001,1,4,0,0,1,1
1,1,0,1,0,0,0,0,14,8,2,24,1,9,8.15,3,1,1,2,2,2
1,0,0,1,1,1,1,0,6,5,1,12,2,5,4.15,2,3,0,4,3,3
0,1,1,1,0,1,0,0,16,4,2,22,2,5,8.100000000000001,1,2,2,1,3,0
0,0,1,1,0,1,0,0,17,8,1,26,2,9,9.3,1,0,1,1,2,0
1,0,0,1,1,1,1,0,17,4,1,22,2,4,8.3,3,3,2,4,3,4
1,1,1,1,0,0,0,0,17,8,3,28,1,9,9.55,3,1,1,4,2,2
1,1,0,0,0,0,1,0,16,14,2,32,1,14,10.450000000000001,0,3,3,4,0,0
1,0,0,0,1,0,1,0,18,14,1,33,1,14,11.049999999999999,6,1,2,4,2,0
1,1,0,1,0,0,1,0,12,12,2,26,1,12,8.350000000000001,3,3,2,4,3,4
1,0,0,1,1,0,1,0,8,9,1,18,1,9,5.800000000000001,1,3,3,4,3,4
1,1,1,1,0,1,0,0,18,6,3,27,2,7,9.6,0,4,2,2,3,0
1,0,0,1,0,0,0,0,14,8,1,23,1,9,7.950000000000001,0,2,1,4,3,0
0,0,0,0,0,0,1,0,7,11,0,18,1,11,5.700000000000001,5,2,1,4,3,0
1,1,0,0,1,1,1,0,15,11,2,28,2,11,9.450000000000001,1,1,2,3,3,2
0,1,0,1,1,0,1,0,11,6,1,18,1,6,6.250000000000001,1,3,3,1,1,1
0,0,0,0,0,1,1,0,12,12,0,24,2,12,8.100000000000001,6,1,2,0,1,1
1,0,0,1,1,1,1,0,14,5,1,20,2,5,7.3500000000000005,6,4,2,3,3,1
1,1,1,0,0,1,0,0,16,7,3,26,2,8,9.05,6,3,3,4,0,0
0,1,1,0,0,1,1,0,13,8,2,23,2,8,7.9,2,2,1,0,3,3
1,0,1,1,1,1,1,0,13,7,2,22,2,7,7.65,3,3,3,4,0,3
0,0,0,0,1,1,1,0,5,8,0,13,2,8,4.3,2,2,0,1,3,2
0,0,1,0,0,1,0,0,7,9,1,17,2,10,5.550000000000001,6,2,3,1,3,1
0,0,1,0,0,1,1,0,10,6,1,17,2,6,6.0,3,2,3,0,3,3
1,0,1,1,0,1,0,0,7,9,2,18,2,10,5.750000000000001,0,1,3,3,3,1
1,1,1,1,1,1,0,0,13,6,3,22,2,7,7.6000000000000005,0,3,2,0,2,2
0,1,1,1,0,1,0,0,15,10,2,27,2,11,9.200000000000001,3,2,2,0,2,0
0,0,1,1,1,0,1,0,16,5,1,22,1,5,8.0,3,2,0,4,3,1
0,1,1,1,0,1,1,0,8,6,2,16,2,6,5.4,3,3,2,1,1,0
1,1,0,1,0,0,1,0,18,5,2,25,1,5,9.0,6,2,3,0,3,3
1,1,1,0,0,1,0,0,12,9,3,24,2,10,7.95,5,3,3,0,3,0
1,0,1,1,1,0,1,0,20,12,2,34,1,12,11.55,5,3,1,0,2,4
1,0,1,1,0,0,0,0,14,8,2,24,1,9,8.15,6,2,3,4,0,4
1,0,0,1,0,1,1,0,7,11,1,19,2,11,6.050000000000001,5,3,1,1,1,2
1,0,1,0,0,1,1,0,17,10,2,29,2,10,10.000000000000002,1,4,1,4,3,3
1,1,0,0,0,1,0,0,19,12,2,33,2,13,11.300000000000002,3,2,0,0,3,3
0,0,0,0,0,1,0,0,21,9,0,30,2,10,10.950000000000001,5,1,0,1,3,3
0,0,0,1,0,0,0,0,14,3,0,17,1,4,6.500000000000001,6,1,2,3,3,4
0,1,0,1,0,1,1,0,11,6,1,18,2,6,6.4,1,3,0,0,3,1
1,0,1,1,0,0,1,0,11,7,2,20,1,7,6.700000000000001,6,3,0,1,3,3
1,0,0,1,0,0,1,0,17,7,1,25,1,7,8.9,2,2,1,0,0,3
1,0,1,0,1,0,0,0,22,6,2,30,1,7,10.850000000000001,1,2,1,3,1,4
1,0,1,1,1,1,1,0,15,11,2,28,2,11,9.450000000000001,6,2,1,0,0,0
0,1,1,0,1,1,1,0,11,3,2,16,2,3,5.8500000000000005,5,4,1,3,3,3
1,1,0,1,1,1,1,0,18,12,2,32,2,12,10.9,6,0,3,4,3,3
0,0,0,1,1,1,0,0,8,12,0,20,2,13,6.5,6,0,1,0,0,3
0,0,0,0,1,0,0,0,12,8,0,20,1,9,6.950000000000001,3,3,1,1,3,2
0,0,1,1,1,0,1,0,11,12,1,24,1,12,7.750000000000001,1,3,3,1,3,3
0,0,0,0,1,1,0,0,14,7,0,21,2,8,7.65,6,0,1,2,3,3
0,0,0,1,1,0,0,0,11,11,0,22,1,12,7.300000000000001,5,1,3,0,3,3
1,1,1,1,0,1,0,0,10,8,3,21,2,9,6.8999999999999995,5,1,1,1,0,1
1,0,0,1,0,1,1,0,15,14,1,30,2,14,10.0,1,3,2,1,3,3
0,0,0,1,0,0,0,0,13,7,0,20,1,8,7.1000000000000005,1,2,1,0,2,3
0,0,0,1,1,0,0,0,18,10,0,28,1,11,9.85,1,4,0,2,2,1
1,0,0,1,1,0,0,0,8,9,1,18,1,10,5.800000000000001,2,3,0,1,3,3
1,1,1,0,1,0,1,0,10,11,3,24,1,11,7.5,2,3,2,4,3,1
1,0,1,1,1,0,1,0,15,9,2,26,1,9,8.8,0,2,3,0,2,4
1,1,1,1,1,0,1,0,11,5,3,19,1,5,6.4,1,3,3,1,3,2
0,1,0,0,1,0,0,0,10,10,1,21,1,11,6.8500000000000005,1,3,2,4,3,4
0,0,1,1,0,1,0,0,20,12,1,33,2,13,11.5,5,1,2,3,3,0
0,1,0,0,0,1,1,0,16,9,1,26,2,9,9.15,3,3,3,0,1,4
0,0,0,1,1,1,1,0,13,11,0,24,2,11,8.25,3,2,1,4,3,4
0,0,1,1,0,0,1,0,16,5,1,22,1,5,8.0,2,1,1,0,3,3
1,0,0,0,1,1,1,0,19,11,1,31,2,11,10.850000000000001,0,2,1,4,3,0
1,0,0,0,0,1,1,0,21,12,1,34,2,12,11.9,2,3,0,1,3,4
0,1,1,0,0,0,0,0,9,8,2,19,1,9,6.15,3,2,2,4,3,0
1,1,1,0,0,1,0,0,18,11,3,32,2,12,10.85,0,4,1,1,2,0
0,1,0,1,1,0,1,0,13,11,1,25,1,11,8.3,6,3,1,2,2,3
0,1,1,0,0,1,0,0,14,7,2,23,2,8,8.05,3,1,2,0,0,4
